time,.x,.y,.z
2020/02/28/12:49:48.844901,0.0280327498913,0.0555199310184,0.00742897391319
2020/02/28/12:49:48.878220,0.0280327498913,0.0555199310184,0.00742897391319
2020/02/28/12:49:48.911551,0.0280327498913,0.0555199310184,0.00742897391319
2020/02/28/12:49:48.944892,0.0281743258238,0.0558437407017,0.00709897279739
2020/02/28/12:49:48.978220,0.0281743258238,0.0558437407017,0.00709897279739
2020/02/28/12:49:49.011555,0.0281743258238,0.0558437407017,0.00709897279739
2020/02/28/12:49:49.044891,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.078222,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.111554,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.144893,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.178216,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.211540,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.244933,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.278272,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.311587,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.344927,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.378248,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.411584,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.444887,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.478261,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.511547,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.544917,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.578253,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.611587,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.644896,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.678256,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.711559,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.744922,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.778278,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.811625,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.844919,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.878247,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.911593,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.944951,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:49.978246,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:50.011589,0.016404889524,0.0615070201457,0.0312295109034
2020/02/28/12:49:50.044913,0.0292516797781,0.0564768351614,0.00729055702686
2020/02/28/12:49:50.078246,0.0292516797781,0.0564768351614,0.00729055702686
2020/02/28/12:49:50.111588,0.0292516797781,0.0564768351614,0.00729055702686
2020/02/28/12:49:50.144942,0.0166849717498,0.0626427158713,0.0326705873013
2020/02/28/12:49:50.178217,0.0166849717498,0.0626427158713,0.0326705873013
2020/02/28/12:49:50.211589,0.0166849717498,0.0626427158713,0.0326705873013
2020/02/28/12:49:50.244939,0.0166382044554,0.0627361685038,0.0328451097012
2020/02/28/12:49:50.278269,0.0166382044554,0.0627361685038,0.0328451097012
2020/02/28/12:49:50.311596,0.0166382044554,0.0627361685038,0.0328451097012
2020/02/28/12:49:50.344886,0.0166113190353,0.062795586884,0.0329320728779
2020/02/28/12:49:50.378253,0.0166113190353,0.062795586884,0.0329320728779
2020/02/28/12:49:50.411611,0.0166113190353,0.062795586884,0.0329320728779
2020/02/28/12:49:50.444941,0.0165336094797,0.0629101544619,0.0331810861826
2020/02/28/12:49:50.478254,0.0165336094797,0.0629101544619,0.0331810861826
2020/02/28/12:49:50.511611,0.0165336094797,0.0629101544619,0.0331810861826
2020/02/28/12:49:50.544950,0.0164915211499,0.0629837960005,0.0332818925381
2020/02/28/12:49:50.578241,0.0164915211499,0.0629837960005,0.0332818925381
2020/02/28/12:49:50.611601,0.0164915211499,0.0629837960005,0.0332818925381
2020/02/28/12:49:50.644944,0.016583584249,0.0628244355321,0.0330077260733
2020/02/28/12:49:50.678270,0.016583584249,0.0628244355321,0.0330077260733
2020/02/28/12:49:50.711609,0.016583584249,0.0628244355321,0.0330077260733
2020/02/28/12:49:50.744889,0.0165056474507,0.0629971027374,0.0333107709885
2020/02/28/12:49:50.778232,0.0165056474507,0.0629971027374,0.0333107709885
2020/02/28/12:49:50.811605,0.0165056474507,0.0629971027374,0.0333107709885
2020/02/28/12:49:50.844950,0.0161000452936,0.0629152655602,0.0339123904705
2020/02/28/12:49:50.878245,0.0161000452936,0.0629152655602,0.0339123904705
2020/02/28/12:49:50.911608,0.0161000452936,0.0629152655602,0.0339123904705
2020/02/28/12:49:50.944900,0.0160834379494,0.0629554763436,0.0339848846197
2020/02/28/12:49:50.978247,0.0160834379494,0.0629554763436,0.0339848846197
2020/02/28/12:49:51.011589,0.0160834379494,0.0629554763436,0.0339848846197
2020/02/28/12:49:51.044921,0.0160707235336,0.0629850625992,0.0340386778116
2020/02/28/12:49:51.078291,0.0160707235336,0.0629850625992,0.0340386778116
2020/02/28/12:49:51.111614,0.0160707235336,0.0629850625992,0.0340386778116
2020/02/28/12:49:51.144975,0.0161818563938,0.0629250705242,0.0337785333395
2020/02/28/12:49:51.178245,0.0161818563938,0.0629250705242,0.0337785333395
2020/02/28/12:49:51.211606,0.0161818563938,0.0629250705242,0.0337785333395
2020/02/28/12:49:51.244900,0.0161874964833,0.0629568919539,0.0338319838047
2020/02/28/12:49:51.278214,0.0161874964833,0.0629568919539,0.0338319838047
2020/02/28/12:49:51.311610,0.0161874964833,0.0629568919539,0.0338319838047
2020/02/28/12:49:51.344927,0.0161466412246,0.0629993230104,0.0339284539223
2020/02/28/12:49:51.378216,0.0161466412246,0.0629993230104,0.0339284539223
2020/02/28/12:49:51.411591,0.0161466412246,0.0629993230104,0.0339284539223
2020/02/28/12:49:51.444947,0.01619585976,0.0629430487752,0.0337835252285
2020/02/28/12:49:51.478249,0.01619585976,0.0629430487752,0.0337835252285
2020/02/28/12:49:51.511601,0.01619585976,0.0629430487752,0.0337835252285
2020/02/28/12:49:51.544940,0.0161784514785,0.0629551783204,0.0338346064091
2020/02/28/12:49:51.578257,0.0161784514785,0.0629551783204,0.0338346064091
2020/02/28/12:49:51.611575,0.0161784514785,0.0629551783204,0.0338346064091
2020/02/28/12:49:51.644885,0.0161553658545,0.06300316751,0.0339092314243
2020/02/28/12:49:51.678267,0.0161553658545,0.06300316751,0.0339092314243
2020/02/28/12:49:51.711602,0.0161553658545,0.06300316751,0.0339092314243
2020/02/28/12:49:51.744969,0.0161863006651,0.0629188865423,0.0337767750025
2020/02/28/12:49:51.778247,0.0161863006651,0.0629188865423,0.0337767750025
2020/02/28/12:49:51.811605,0.0161863006651,0.0629188865423,0.0337767750025
2020/02/28/12:49:51.844927,0.0162097997963,0.062892369926,0.0336997061968
2020/02/28/12:49:51.878291,0.0162097997963,0.062892369926,0.0336997061968
2020/02/28/12:49:51.911606,0.0162097997963,0.062892369926,0.0336997061968
2020/02/28/12:49:51.944921,0.0162534303963,0.0628162771463,0.0335821211338
2020/02/28/12:49:51.978247,0.0162534303963,0.0628162771463,0.0335821211338
2020/02/28/12:49:52.011595,0.0162534303963,0.0628162771463,0.0335821211338
2020/02/28/12:49:52.044927,0.0160622894764,0.0629741102457,0.0340933352709
2020/02/28/12:49:52.078249,0.0160622894764,0.0629741102457,0.0340933352709
2020/02/28/12:49:52.111589,0.0160622894764,0.0629741102457,0.0340933352709
2020/02/28/12:49:52.144920,0.0161860920489,0.0628999918699,0.0337698161602
2020/02/28/12:49:52.178244,0.0161860920489,0.0628999918699,0.0337698161602
2020/02/28/12:49:52.211587,0.0161860920489,0.0628999918699,0.0337698161602
2020/02/28/12:49:52.244883,0.016159594059,0.0629434287548,0.0338554382324
2020/02/28/12:49:52.278243,0.016159594059,0.0629434287548,0.0338554382324
2020/02/28/12:49:52.311585,0.016159594059,0.0629434287548,0.0338554382324
2020/02/28/12:49:52.344887,0.0161813721061,0.0628918111324,0.0337677896023
2020/02/28/12:49:52.378270,0.0161813721061,0.0628918111324,0.0337677896023
2020/02/28/12:49:52.411603,0.0161813721061,0.0628918111324,0.0337677896023
2020/02/28/12:49:52.445002,0.0161876566708,0.0628786683083,0.0337347686291
2020/02/28/12:49:52.478220,0.0161876566708,0.0628786683083,0.0337347686291
2020/02/28/12:49:52.517594,0.0161729045212,0.0629328787327,0.0338313430548
2020/02/28/12:49:52.544900,0.0161729045212,0.0629328787327,0.0338313430548
2020/02/28/12:49:52.578245,0.0161729045212,0.0629328787327,0.0338313430548
2020/02/28/12:49:52.611590,0.0161729045212,0.0629328787327,0.0338313430548
2020/02/28/12:49:52.644987,0.0162034332752,0.0628811866045,0.0337401777506
2020/02/28/12:49:52.678241,0.0162034332752,0.0628811866045,0.0337401777506
2020/02/28/12:49:52.711602,0.0162034332752,0.0628811866045,0.0337401777506
2020/02/28/12:49:52.744942,0.0162052325904,0.0628715753555,0.0336998701096
2020/02/28/12:49:52.778241,0.0162052325904,0.0628715753555,0.0336998701096
2020/02/28/12:49:52.811597,0.0162052325904,0.0628715753555,0.0336998701096
2020/02/28/12:49:52.844942,0.0161917507648,0.0628800839186,0.0337392687798
2020/02/28/12:49:52.878211,0.0161917507648,0.0628800839186,0.0337392687798
2020/02/28/12:49:52.911787,0.0161917507648,0.0628800839186,0.0337392687798
2020/02/28/12:49:52.944925,0.0161865651608,0.062911465764,0.0337850451469
2020/02/28/12:49:52.978245,0.0161865651608,0.062911465764,0.0337850451469
2020/02/28/12:49:53.011595,0.0161865651608,0.062911465764,0.0337850451469
2020/02/28/12:49:53.044954,0.0162118934095,0.062852665782,0.0336782336235
2020/02/28/12:49:53.078251,0.0162118934095,0.062852665782,0.0336782336235
2020/02/28/12:49:53.111559,0.0162118934095,0.062852665782,0.0336782336235
2020/02/28/12:49:53.144936,0.0161727145314,0.0629425048828,0.0338450521231
2020/02/28/12:49:53.178269,0.0161727145314,0.0629425048828,0.0338450521231
2020/02/28/12:49:53.211588,0.0161727145314,0.0629425048828,0.0338450521231
2020/02/28/12:49:53.244927,0.0161768756807,0.0629483610392,0.0338450521231
2020/02/28/12:49:53.278264,0.0161768756807,0.0629483610392,0.0338450521231
2020/02/28/12:49:53.311596,0.0161768756807,0.0629483610392,0.0338450521231
2020/02/28/12:49:53.344919,0.0161767452955,0.0628956854343,0.0337611585855
2020/02/28/12:49:53.378247,0.0161767452955,0.0628956854343,0.0337611585855
2020/02/28/12:49:53.411559,0.0161767452955,0.0628956854343,0.0337611585855
2020/02/28/12:49:53.444925,0.0161950401962,0.0629051029682,0.0337851345539
2020/02/28/12:49:53.478251,0.0161950401962,0.0629051029682,0.0337851345539
2020/02/28/12:49:53.511591,0.0161950401962,0.0629051029682,0.0337851345539
2020/02/28/12:49:53.544945,0.0162015147507,0.0628985017538,0.0337687134743
2020/02/28/12:49:53.578253,0.0162015147507,0.0628985017538,0.0337687134743
2020/02/28/12:49:53.611623,0.0162015147507,0.0628985017538,0.0337687134743
2020/02/28/12:49:53.644904,0.0161925628781,0.0628972947598,0.033754914999
2020/02/28/12:49:53.678219,0.0161925628781,0.0628972947598,0.033754914999
2020/02/28/12:49:53.711548,0.0161925628781,0.0628972947598,0.033754914999
2020/02/28/12:49:53.744892,0.0162168256938,0.0628524422646,0.0336818546057
2020/02/28/12:49:53.778217,0.0162168256938,0.0628524422646,0.0336818546057
2020/02/28/12:49:53.811559,0.0162168256938,0.0628524422646,0.0336818546057
2020/02/28/12:49:53.844892,0.0162207558751,0.0628350526094,0.033654242754
2020/02/28/12:49:53.878219,0.0162207558751,0.0628350526094,0.033654242754
2020/02/28/12:49:53.911547,0.0162207558751,0.0628350526094,0.033654242754
2020/02/28/12:49:53.944887,0.0161310322583,0.0630036592484,0.0339659005404
2020/02/28/12:49:53.978215,0.0161310322583,0.0630036592484,0.0339659005404
2020/02/28/12:49:54.011560,0.0161310322583,0.0630036592484,0.0339659005404
2020/02/28/12:49:54.044895,0.0161787010729,0.0629150122404,0.0338132232428
2020/02/28/12:49:54.078216,0.0161787010729,0.0629150122404,0.0338132232428
2020/02/28/12:49:54.134693,0.0162112116814,0.0628641694784,0.0336921513081
2020/02/28/12:49:54.144877,0.0162112116814,0.0628641694784,0.0336921513081
2020/02/28/12:49:54.178210,0.0162112116814,0.0628641694784,0.0336921513081
2020/02/28/12:49:54.211555,0.0162112116814,0.0628641694784,0.0336921513081
2020/02/28/12:49:54.244897,0.0160405188799,0.0630760863423,0.0341938734055
2020/02/28/12:49:54.278258,0.0160405188799,0.0630760863423,0.0341938734055
2020/02/28/12:49:54.311589,0.0160405188799,0.0630760863423,0.0341938734055
2020/02/28/12:49:54.344928,0.0160743929446,0.0630086064339,0.03406496346
2020/02/28/12:49:54.378246,0.0160743929446,0.0630086064339,0.03406496346
2020/02/28/12:49:54.411602,0.0160743929446,0.0630086064339,0.03406496346
2020/02/28/12:49:54.444929,0.0160476788878,0.0630256682634,0.0341174006462
2020/02/28/12:49:54.478219,0.0160476788878,0.0630256682634,0.0341174006462
2020/02/28/12:49:54.511588,0.0160476788878,0.0630256682634,0.0341174006462
2020/02/28/12:49:54.544925,0.0161283314228,0.0628934204578,0.0338914394379
2020/02/28/12:49:54.578259,0.0161283314228,0.0628934204578,0.0338914394379
2020/02/28/12:49:54.611603,0.0161283314228,0.0628934204578,0.0338914394379
2020/02/28/12:49:54.644921,0.0160822570324,0.0629704296589,0.0340038388968
2020/02/28/12:49:54.678230,0.0160822570324,0.0629704296589,0.0340038388968
2020/02/28/12:49:54.711586,0.0160822570324,0.0629704296589,0.0340038388968
2020/02/28/12:49:54.744921,0.0160922035575,0.0629635602236,0.0339896976948
2020/02/28/12:49:54.778246,0.0160922035575,0.0629635602236,0.0339896976948
2020/02/28/12:49:54.811588,0.0160922035575,0.0629635602236,0.0339896976948
2020/02/28/12:49:54.844926,0.0161889381707,0.0627800822258,0.0336868315935
2020/02/28/12:49:54.878225,0.0161889381707,0.0627800822258,0.0336868315935
2020/02/28/12:49:54.911551,0.0161889381707,0.0627800822258,0.0336868315935
2020/02/28/12:49:54.944890,0.0161308981478,0.0628823637962,0.0338532179594
2020/02/28/12:49:54.978226,0.0161308981478,0.0628823637962,0.0338532179594
2020/02/28/12:49:55.011559,0.0161308981478,0.0628823637962,0.0338532179594
2020/02/28/12:49:55.044886,0.0161691196263,0.0628342330456,0.0337538719177
2020/02/28/12:49:55.078213,0.0161691196263,0.0628342330456,0.0337538719177
2020/02/28/12:49:55.111562,0.0161691196263,0.0628342330456,0.0337538719177
2020/02/28/12:49:55.144949,0.0161191746593,0.0629525780678,0.0339597016573
2020/02/28/12:49:55.178276,0.0161191746593,0.0629525780678,0.0339597016573
2020/02/28/12:49:55.211597,0.0161191746593,0.0629525780678,0.0339597016573
2020/02/28/12:49:55.245000,0.0161484591663,0.06296017766,0.0338950455189
2020/02/28/12:49:55.278256,0.0161484591663,0.06296017766,0.0338950455189
2020/02/28/12:49:55.311601,0.0161484591663,0.06296017766,0.0338950455189
2020/02/28/12:49:55.344923,0.0161500610411,0.0629509687424,0.0338815748692
2020/02/28/12:49:55.378215,0.0161500610411,0.0629509687424,0.0338815748692
2020/02/28/12:49:55.411558,0.0161500610411,0.0629509687424,0.0338815748692
2020/02/28/12:49:55.444900,0.01619534567,0.0628560632467,0.0337062180042
2020/02/28/12:49:55.478219,0.01619534567,0.0628560632467,0.0337062180042
2020/02/28/12:49:55.511552,0.01619534567,0.0628560632467,0.0337062180042
2020/02/28/12:49:55.544887,0.0161308348179,0.0629594624043,0.0339141190052
2020/02/28/12:49:55.578218,0.0161308348179,0.0629594624043,0.0339141190052
2020/02/28/12:49:55.611559,0.0161308348179,0.0629594624043,0.0339141190052
2020/02/28/12:49:55.644948,0.0160809382796,0.0629551261663,0.0340115725994
2020/02/28/12:49:55.678255,0.0160809382796,0.0629551261663,0.0340115725994
2020/02/28/12:49:55.929707,0.0161089338362,0.0628670603037,0.0338975042105
2020/02/28/12:49:55.963131,0.0161089338362,0.0628670603037,0.0338975042105
2020/02/28/12:49:55.996473,0.0161089338362,0.0628670603037,0.0338975042105
2020/02/28/12:49:56.029815,0.0161089338362,0.0628670603037,0.0338975042105
2020/02/28/12:49:56.063105,0.0160825401545,0.0628992915154,0.033953204751
