time,.x,.y,.z
2020/02/28/12:50:12.612259,0.010446421802,0.0557005628943,0.00418946146965
2020/02/28/12:50:12.645599,0.0137927792966,0.0572372935712,0.00403182208538
2020/02/28/12:50:12.678926,0.0137927792966,0.0572372935712,0.00403182208538
2020/02/28/12:50:12.712272,0.0137927792966,0.0572372935712,0.00403182208538
2020/02/28/12:50:12.745652,0.0138432048261,0.0572918988764,0.00443114340305
2020/02/28/12:50:12.778960,0.0138432048261,0.0572918988764,0.00443114340305
2020/02/28/12:50:12.812285,0.0138432048261,0.0572918988764,0.00443114340305
2020/02/28/12:50:12.845648,0.0139370784163,0.057108271867,0.00402511656284
2020/02/28/12:50:12.878956,0.0139370784163,0.057108271867,0.00402511656284
2020/02/28/12:50:12.912269,0.0139370784163,0.057108271867,0.00402511656284
2020/02/28/12:50:12.945606,0.0139320418239,0.0570765994489,0.00397980213165
2020/02/28/12:50:12.978931,0.0139320418239,0.0570765994489,0.00397980213165
2020/02/28/12:50:13.012259,0.0139320418239,0.0570765994489,0.00397980213165
2020/02/28/12:50:13.045632,0.013745687902,0.0573282949626,0.00459550321102
2020/02/28/12:50:13.078977,0.013745687902,0.0573282949626,0.00459550321102
2020/02/28/12:50:13.112268,0.013745687902,0.0573282949626,0.00459550321102
2020/02/28/12:50:13.145646,0.0137561894953,0.0571740344167,0.00427351891994
2020/02/28/12:50:13.178954,0.0137561894953,0.0571740344167,0.00427351891994
2020/02/28/12:50:13.212260,0.0137561894953,0.0571740344167,0.00427351891994
2020/02/28/12:50:13.245648,0.0137843303382,0.0571981109679,0.00402456521988
2020/02/28/12:50:13.278972,0.0137843303382,0.0571981109679,0.00402456521988
2020/02/28/12:50:13.312305,0.0137843303382,0.0571981109679,0.00402456521988
2020/02/28/12:50:13.345635,0.0137644633651,0.0573798976839,0.00421085953712
2020/02/28/12:50:13.378924,0.0137644633651,0.0573798976839,0.00421085953712
2020/02/28/12:50:13.412302,0.0137644633651,0.0573798976839,0.00421085953712
2020/02/28/12:50:13.445644,0.011313162744,0.056101065129,0.00450313091278
2020/02/28/12:50:13.478927,0.011313162744,0.056101065129,0.00450313091278
2020/02/28/12:50:13.512256,0.011313162744,0.056101065129,0.00450313091278
2020/02/28/12:50:13.545601,0.0111021324992,0.056374810636,0.00498628616333
2020/02/28/12:50:13.578929,0.0111021324992,0.056374810636,0.00498628616333
2020/02/28/12:50:13.612268,0.0111021324992,0.056374810636,0.00498628616333
2020/02/28/12:50:13.645660,0.0112981945276,0.0560587905347,0.00419160723686
2020/02/28/12:50:13.680156,0.0112981945276,0.0560587905347,0.00419160723686
2020/02/28/12:50:13.712289,0.0112981945276,0.0560587905347,0.00419160723686
2020/02/28/12:50:13.745657,0.0112292096019,0.0560966134071,0.00430008769035
2020/02/28/12:50:13.778986,0.0112292096019,0.0560966134071,0.00430008769035
2020/02/28/12:50:13.812312,0.0112292096019,0.0560966134071,0.00430008769035
2020/02/28/12:50:13.845635,0.011229082942,0.056156065315,0.00430722534657
2020/02/28/12:50:13.878954,0.011229082942,0.056156065315,0.00430722534657
2020/02/28/12:50:13.912261,0.011229082942,0.056156065315,0.00430722534657
2020/02/28/12:50:13.945637,0.01113178581,0.0563045144081,0.00456699728966
2020/02/28/12:50:13.978964,0.01113178581,0.0563045144081,0.00456699728966
2020/02/28/12:50:14.012305,0.01113178581,0.0563045144081,0.00456699728966
2020/02/28/12:50:14.045647,0.0111727528274,0.0562578216195,0.00446075201035
2020/02/28/12:50:14.078957,0.0111727528274,0.0562578216195,0.00446075201035
2020/02/28/12:50:14.112266,0.0111727528274,0.0562578216195,0.00446075201035
2020/02/28/12:50:14.145607,0.0113049782813,0.0560925938189,0.00406910479069
2020/02/28/12:50:14.178958,0.0113049782813,0.0560925938189,0.00406910479069
2020/02/28/12:50:14.212287,0.0113049782813,0.0560925938189,0.00406910479069
2020/02/28/12:50:14.245631,0.0112270526588,0.0561721250415,0.00424449145794
2020/02/28/12:50:14.278952,0.0112270526588,0.0561721250415,0.00424449145794
2020/02/28/12:50:14.312290,0.0112270526588,0.0561721250415,0.00424449145794
2020/02/28/12:50:14.345650,0.011123213917,0.0563382059336,0.0045673251152
2020/02/28/12:50:14.378950,0.011123213917,0.0563382059336,0.0045673251152
2020/02/28/12:50:14.412257,0.011123213917,0.0563382059336,0.0045673251152
2020/02/28/12:50:14.445639,0.011238090694,0.0561550743878,0.00419187545776
2020/02/28/12:50:14.478906,0.011238090694,0.0561550743878,0.00419187545776
2020/02/28/12:50:14.512287,0.011238090694,0.0561550743878,0.00419187545776
2020/02/28/12:50:14.545618,0.0111333727837,0.0563075356185,0.00448615849018
2020/02/28/12:50:14.578921,0.0111333727837,0.0563075356185,0.00448615849018
2020/02/28/12:50:14.612292,0.0111333727837,0.0563075356185,0.00448615849018
2020/02/28/12:50:14.645591,0.00764859840274,0.0569700784981,0.00439684092999
2020/02/28/12:50:14.678952,0.00764859840274,0.0569700784981,0.00439684092999
2020/02/28/12:50:14.712286,0.00764859840274,0.0569700784981,0.00439684092999
2020/02/28/12:50:14.745622,0.00298034772277,0.0575112886727,0.00436350703239
2020/02/28/12:50:14.778951,0.00298034772277,0.0575112886727,0.00436350703239
2020/02/28/12:50:14.812259,0.00298034772277,0.0575112886727,0.00436350703239
2020/02/28/12:50:14.845622,-0.0022299438715,0.0573099590838,0.00492461025715
2020/02/28/12:50:14.878955,-0.0022299438715,0.0573099590838,0.00492461025715
2020/02/28/12:50:14.912262,-0.0022299438715,0.0573099590838,0.00492461025715
2020/02/28/12:50:14.945606,-0.00191493332386,0.0567864514887,0.00403904914856
2020/02/28/12:50:14.978919,-0.00191493332386,0.0567864514887,0.00403904914856
2020/02/28/12:50:15.012258,-0.00191493332386,0.0567864514887,0.00403904914856
2020/02/28/12:50:15.045597,-0.00877578556538,0.0557967312634,0.00482511520386
2020/02/28/12:50:15.078925,-0.00877578556538,0.0557967312634,0.00482511520386
2020/02/28/12:50:15.112265,-0.00877578556538,0.0557967312634,0.00482511520386
2020/02/28/12:50:15.145595,-0.0120578072965,0.0549579113722,0.00531685352325
2020/02/28/12:50:15.178924,-0.0120578072965,0.0549579113722,0.00531685352325
2020/02/28/12:50:15.212257,-0.0120578072965,0.0549579113722,0.00531685352325
2020/02/28/12:50:15.245599,-0.012852370739,0.0548183210194,0.00535529851913
2020/02/28/12:50:15.282347,-0.012852370739,0.0548183210194,0.00535529851913
2020/02/28/12:50:15.312260,-0.012852370739,0.0548183210194,0.00535529851913
2020/02/28/12:50:15.345597,-0.0129344239831,0.0547522641718,0.00533550977707
2020/02/28/12:50:15.378923,-0.0129344239831,0.0547522641718,0.00533550977707
2020/02/28/12:50:15.412264,-0.0129344239831,0.0547522641718,0.00533550977707
2020/02/28/12:50:15.445655,-0.0129782818258,0.0547113120556,0.00526949763298
2020/02/28/12:50:15.478937,-0.0129782818258,0.0547113120556,0.00526949763298
2020/02/28/12:50:15.512266,-0.0129782818258,0.0547113120556,0.00526949763298
2020/02/28/12:50:15.545633,-0.0129038840532,0.0546618029475,0.00510768592358
2020/02/28/12:50:15.578961,-0.0129038840532,0.0546618029475,0.00510768592358
2020/02/28/12:50:15.612260,-0.0129038840532,0.0546618029475,0.00510768592358
2020/02/28/12:50:15.645632,-0.0130799300969,0.0549150556326,0.00561843812466
2020/02/28/12:50:15.678960,-0.0130799300969,0.0549150556326,0.00561843812466
2020/02/28/12:50:15.712276,-0.0130799300969,0.0549150556326,0.00561843812466
2020/02/28/12:50:15.745647,-0.0130376704037,0.0548191294074,0.00545464456081
2020/02/28/12:50:15.778923,-0.0130376704037,0.0548191294074,0.00545464456081
2020/02/28/12:50:15.812261,-0.0130376704037,0.0548191294074,0.00545464456081
2020/02/28/12:50:15.845607,-0.0128707364202,0.0547766722739,0.00504563748837
2020/02/28/12:50:15.878930,-0.0128707364202,0.0547766722739,0.00504563748837
2020/02/28/12:50:15.912264,-0.0128707364202,0.0547766722739,0.00504563748837
2020/02/28/12:50:15.945600,-0.0128885656595,0.0548519603908,0.0051516443491
2020/02/28/12:50:15.978929,-0.0128885656595,0.0548519603908,0.0051516443491
2020/02/28/12:50:16.012262,-0.0128885656595,0.0548519603908,0.0051516443491
2020/02/28/12:50:16.045657,-0.0128650926054,0.0549335666001,0.00521351397038
2020/02/28/12:50:16.078961,-0.0128650926054,0.0549335666001,0.00521351397038
2020/02/28/12:50:16.112265,-0.0128650926054,0.0549335666001,0.00521351397038
2020/02/28/12:50:16.145665,-0.0128759667277,0.054967302829,0.00521504878998
2020/02/28/12:50:16.178926,-0.0128759667277,0.054967302829,0.00521504878998
2020/02/28/12:50:16.212303,-0.0128759667277,0.054967302829,0.00521504878998
2020/02/28/12:50:16.245635,-0.0128330141306,0.0549097731709,0.0050703138113
2020/02/28/12:50:16.278995,-0.0128330141306,0.0549097731709,0.0050703138113
2020/02/28/12:50:16.312279,-0.0128330141306,0.0549097731709,0.0050703138113
2020/02/28/12:50:16.345646,-0.0128156915307,0.0548920892179,0.00504541397095
2020/02/28/12:50:16.378969,-0.0128156915307,0.0548920892179,0.00504541397095
2020/02/28/12:50:16.412270,-0.0128156915307,0.0548920892179,0.00504541397095
2020/02/28/12:50:16.445597,-0.0129055865109,0.0550238229334,0.00530031323433
2020/02/28/12:50:16.478924,-0.0129055865109,0.0550238229334,0.00530031323433
2020/02/28/12:50:16.512262,-0.0129055865109,0.0550238229334,0.00530031323433
2020/02/28/12:50:16.545640,-0.0128994882107,0.055015668273,0.00529274344444
2020/02/28/12:50:16.578952,-0.0128994882107,0.055015668273,0.00529274344444
2020/02/28/12:50:16.612262,-0.0128994882107,0.055015668273,0.00529274344444
2020/02/28/12:50:16.645646,-0.0128796361387,0.0549846850336,0.0052661895752
2020/02/28/12:50:16.678954,-0.0128796361387,0.0549846850336,0.0052661895752
2020/02/28/12:50:16.712256,-0.0128796361387,0.0549846850336,0.0052661895752
2020/02/28/12:50:16.745633,-0.0128726586699,0.0549536682665,0.00516623258591
2020/02/28/12:50:16.778942,-0.0128726586699,0.0549536682665,0.00516623258591
2020/02/28/12:50:16.812308,-0.0128726586699,0.0549536682665,0.00516623258591
2020/02/28/12:50:16.845648,-0.0129189305007,0.0550471358001,0.00533905625343
2020/02/28/12:50:16.884959,-0.0129189305007,0.0550471358001,0.00533905625343
2020/02/28/12:50:16.912257,-0.0129189305007,0.0550471358001,0.00533905625343
2020/02/28/12:50:16.945627,-0.0127321667969,0.0548438504338,0.00483341515064
2020/02/28/12:50:16.978955,-0.0127321667969,0.0548438504338,0.00483341515064
2020/02/28/12:50:17.012270,-0.0127321667969,0.0548438504338,0.00483341515064
2020/02/28/12:50:17.045640,-0.00893449783325,0.0568306148052,0.00299626588821
2020/02/28/12:50:17.078956,-0.00893449783325,0.0568306148052,0.00299626588821
2020/02/28/12:50:17.112299,-0.00893449783325,0.0568306148052,0.00299626588821
2020/02/28/12:50:17.145594,-0.00911706313491,0.057406924665,0.00493264198303
2020/02/28/12:50:17.178955,-0.00911706313491,0.057406924665,0.00493264198303
2020/02/28/12:50:17.212258,-0.00911706313491,0.057406924665,0.00493264198303
2020/02/28/12:50:17.245626,-0.00915699452162,0.0574366077781,0.00492608547211
2020/02/28/12:50:17.278926,-0.00915699452162,0.0574366077781,0.00492608547211
2020/02/28/12:50:17.312258,-0.00915699452162,0.0574366077781,0.00492608547211
2020/02/28/12:50:17.345636,-0.0091685205698,0.057570297271,0.0051391273737
2020/02/28/12:50:17.378925,-0.0091685205698,0.057570297271,0.0051391273737
2020/02/28/12:50:17.412266,-0.0091685205698,0.057570297271,0.0051391273737
2020/02/28/12:50:17.445598,-0.00919888541102,0.0576456859708,0.00527019798756
2020/02/28/12:50:17.478959,-0.00919888541102,0.0576456859708,0.00527019798756
2020/02/28/12:50:17.512312,-0.00919888541102,0.0576456859708,0.00527019798756
2020/02/28/12:50:17.545607,-0.00914433598518,0.0575797893107,0.00501105189323
2020/02/28/12:50:17.578968,-0.00914433598518,0.0575797893107,0.00501105189323
2020/02/28/12:50:17.612264,-0.00914433598518,0.0575797893107,0.00501105189323
2020/02/28/12:50:17.645642,-0.0101323314011,0.057390358299,0.00536219775677
2020/02/28/12:50:17.678963,-0.0101323314011,0.057390358299,0.00536219775677
2020/02/28/12:50:17.712309,-0.0101323314011,0.057390358299,0.00536219775677
2020/02/28/12:50:17.745630,-0.0119013637304,0.056534152478,0.0054733902216
2020/02/28/12:50:17.778986,-0.0119013637304,0.056534152478,0.0054733902216
2020/02/28/12:50:17.812314,-0.0119013637304,0.056534152478,0.0054733902216
2020/02/28/12:50:17.845641,-0.0122917145491,0.0562727078795,0.00510163605213
2020/02/28/12:50:17.878958,-0.0122917145491,0.0562727078795,0.00510163605213
2020/02/28/12:50:17.912301,-0.0122917145491,0.0562727078795,0.00510163605213
2020/02/28/12:50:17.945602,-0.013219576329,0.0560878925025,0.00529593229294
2020/02/28/12:50:17.978921,-0.013219576329,0.0560878925025,0.00529593229294
2020/02/28/12:50:18.012258,-0.013219576329,0.0560878925025,0.00529593229294
2020/02/28/12:50:18.045637,-0.0132570266724,0.056051902473,0.00531074404716
2020/02/28/12:50:18.078926,-0.0132570266724,0.056051902473,0.00531074404716
2020/02/28/12:50:18.112268,-0.0132570266724,0.056051902473,0.00531074404716
2020/02/28/12:50:18.145602,-0.013286370784,0.0560294389725,0.00522907078266
2020/02/28/12:50:18.178929,-0.013286370784,0.0560294389725,0.00522907078266
2020/02/28/12:50:18.212259,-0.013286370784,0.0560294389725,0.00522907078266
2020/02/28/12:50:18.245595,-0.0132637396455,0.0559878051281,0.00513781607151
2020/02/28/12:50:18.278928,-0.0132637396455,0.0559878051281,0.00513781607151
2020/02/28/12:50:18.312266,-0.0132637396455,0.0559878051281,0.00513781607151
2020/02/28/12:50:18.345681,-0.0133682005107,0.0561523772776,0.00547522306442
2020/02/28/12:50:18.378958,-0.0133682005107,0.0561523772776,0.00547522306442
2020/02/28/12:50:18.412300,-0.0133682005107,0.0561523772776,0.00547522306442
2020/02/28/12:50:18.445638,-0.0133173167706,0.0560298189521,0.00520823895931
2020/02/28/12:50:18.478920,-0.0133173167706,0.0560298189521,0.00520823895931
2020/02/28/12:50:18.512419,-0.0133173167706,0.0560298189521,0.00520823895931
2020/02/28/12:50:18.545619,-0.0133107043803,0.0559300780296,0.00512684881687
2020/02/28/12:50:18.578952,-0.0133107043803,0.0559300780296,0.00512684881687
2020/02/28/12:50:18.612293,-0.0133107043803,0.0559300780296,0.00512684881687
2020/02/28/12:50:18.645655,-0.0133197642863,0.0559493303299,0.00517949461937
2020/02/28/12:50:18.678931,-0.0133197642863,0.0559493303299,0.00517949461937
2020/02/28/12:50:18.712288,-0.0133197642863,0.0559493303299,0.00517949461937
2020/02/28/12:50:18.745592,-0.0133166648448,0.055942106992,0.00513382256031
2020/02/28/12:50:18.778955,-0.0133166648448,0.055942106992,0.00513382256031
2020/02/28/12:50:18.812260,-0.0133166648448,0.055942106992,0.00513382256031
2020/02/28/12:50:18.845592,-0.0128517150879,0.0557182505727,0.00392284989357
2020/02/28/12:50:18.878950,-0.0128517150879,0.0557182505727,0.00392284989357
2020/02/28/12:50:18.912291,-0.0128517150879,0.0557182505727,0.00392284989357
2020/02/28/12:50:18.945647,-0.00320325419307,0.0566727034748,-0.00197787582874
2020/02/28/12:50:18.978953,-0.00320325419307,0.0566727034748,-0.00197787582874
2020/02/28/12:50:19.012291,-0.00320325419307,0.0566727034748,-0.00197787582874
2020/02/28/12:50:19.045640,-0.00273744389415,0.0583958998322,0.00466625392437
2020/02/28/12:50:19.078950,-0.00273744389415,0.0583958998322,0.00466625392437
2020/02/28/12:50:19.112289,-0.00273744389415,0.0583958998322,0.00466625392437
2020/02/28/12:50:19.145633,-0.00120379775763,0.0586060993373,0.00472037494183
2020/02/28/12:50:19.178965,-0.00120379775763,0.0586060993373,0.00472037494183
2020/02/28/12:50:19.212308,-0.00120379775763,0.0586060993373,0.00472037494183
2020/02/28/12:50:19.245630,0.00153676047921,0.0583890043199,0.00295342504978
2020/02/28/12:50:19.278960,0.00153676047921,0.0583890043199,0.00295342504978
2020/02/28/12:50:19.312292,0.00153676047921,0.0583890043199,0.00295342504978
2020/02/28/12:50:19.345647,0.00348475947976,0.0588366314769,0.00463347136974
2020/02/28/12:50:19.378959,0.00348475947976,0.0588366314769,0.00463347136974
2020/02/28/12:50:19.412276,0.00348475947976,0.0588366314769,0.00463347136974
2020/02/28/12:50:19.445639,0.00568298622966,0.0587305389345,0.00374387204647
2020/02/28/12:50:19.478987,0.00568298622966,0.0587305389345,0.00374387204647
2020/02/28/12:50:19.512293,0.00568298622966,0.0587305389345,0.00374387204647
2020/02/28/12:50:19.545632,0.00807468220592,0.0585235282779,0.00370572507381
2020/02/28/12:50:19.578960,0.00807468220592,0.0585235282779,0.00370572507381
2020/02/28/12:50:19.612264,0.00807468220592,0.0585235282779,0.00370572507381
2020/02/28/12:50:19.645611,0.00967447459698,0.0584368444979,0.00359371304512
2020/02/28/12:50:19.678956,0.00967447459698,0.0584368444979,0.00359371304512
2020/02/28/12:50:19.712311,0.00967447459698,0.0584368444979,0.00359371304512
2020/02/28/12:50:19.745673,0.0122381262481,0.0581731311977,0.00365836918354
2020/02/28/12:50:19.778956,0.0122381262481,0.0581731311977,0.00365836918354
2020/02/28/12:50:19.812318,0.0122381262481,0.0581731311977,0.00365836918354
2020/02/28/12:50:19.845650,0.0128753334284,0.0585505105555,0.00391010940075
2020/02/28/12:50:19.878962,0.0128753334284,0.0585505105555,0.00391010940075
2020/02/28/12:50:19.912305,0.0128753334284,0.0585505105555,0.00391010940075
2020/02/28/12:50:19.945667,0.0116321109235,0.0586238838732,0.00426496565342
2020/02/28/12:50:19.978957,0.0116321109235,0.0586238838732,0.00426496565342
2020/02/28/12:50:20.022865,0.0108387731016,0.058520399034,0.00384548306465
2020/02/28/12:50:20.045635,0.0108387731016,0.058520399034,0.00384548306465
2020/02/28/12:50:20.078960,0.0108387731016,0.058520399034,0.00384548306465
2020/02/28/12:50:20.112544,0.0108387731016,0.058520399034,0.00384548306465
2020/02/28/12:50:20.145678,0.01114898175,0.0588004477322,0.00326226651669
2020/02/28/12:50:20.178979,0.01114898175,0.0588004477322,0.00326226651669
2020/02/28/12:50:20.212306,0.01114898175,0.0588004477322,0.00326226651669
2020/02/28/12:50:20.245637,0.0110197812319,0.0591481029987,0.00389732420444
2020/02/28/12:50:20.278954,0.0110197812319,0.0591481029987,0.00389732420444
2020/02/28/12:50:20.312292,0.0110197812319,0.0591481029987,0.00389732420444
2020/02/28/12:50:20.345608,0.0109782740474,0.0590868145227,0.00386694073677
2020/02/28/12:50:20.378962,0.0109782740474,0.0590868145227,0.00386694073677
2020/02/28/12:50:20.412312,0.0109782740474,0.0590868145227,0.00386694073677
2020/02/28/12:50:20.445620,0.0110300257802,0.0590375699103,0.00369101762772
2020/02/28/12:50:20.478959,0.0110300257802,0.0590375699103,0.00369101762772
2020/02/28/12:50:20.512294,0.0110300257802,0.0590375699103,0.00369101762772
2020/02/28/12:50:20.545624,0.0109592452645,0.0590571537614,0.00384114682674
2020/02/28/12:50:20.578952,0.0109592452645,0.0590571537614,0.00384114682674
2020/02/28/12:50:20.612266,0.0109592452645,0.0590571537614,0.00384114682674
2020/02/28/12:50:20.645675,0.0110010579228,0.0589465163648,0.00362411141396
2020/02/28/12:50:20.678981,0.0110010579228,0.0589465163648,0.00362411141396
2020/02/28/12:50:20.712301,0.0110010579228,0.0589465163648,0.00362411141396
2020/02/28/12:50:20.745629,0.0109950117767,0.0590195767581,0.00367222726345
2020/02/28/12:50:20.778976,0.0109950117767,0.0590195767581,0.00367222726345
2020/02/28/12:50:20.812291,0.0109950117767,0.0590195767581,0.00367222726345
2020/02/28/12:50:20.845627,0.0109098926187,0.0590217523277,0.00384221971035
2020/02/28/12:50:20.878955,0.0109098926187,0.0590217523277,0.00384221971035
2020/02/28/12:50:20.912268,0.0109098926187,0.0590217523277,0.00384221971035
2020/02/28/12:50:20.945578,0.0108892731369,0.0590479671955,0.00390638411045
2020/02/28/12:50:20.978951,0.0108892731369,0.0590479671955,0.00390638411045
2020/02/28/12:50:21.012290,0.0108892731369,0.0590479671955,0.00390638411045
2020/02/28/12:50:21.045629,0.0109713189304,0.0589589774609,0.00364509224892
2020/02/28/12:50:21.078953,0.0109713189304,0.0589589774609,0.00364509224892
2020/02/28/12:50:21.112319,0.0109713189304,0.0589589774609,0.00364509224892
2020/02/28/12:50:21.145628,0.0148401707411,0.0583093389869,-0.00284807384014
2020/02/28/12:50:21.178989,0.0148401707411,0.0583093389869,-0.00284807384014
2020/02/28/12:50:21.212303,0.0148401707411,0.0583093389869,-0.00284807384014
2020/02/28/12:50:21.245651,0.0146713331342,0.0610986016691,0.00385795533657
2020/02/28/12:50:21.278927,0.0146713331342,0.0610986016691,0.00385795533657
2020/02/28/12:50:21.312309,0.0146713331342,0.0610986016691,0.00385795533657
2020/02/28/12:50:21.345662,0.014600712806,0.0611489713192,0.00405618548393
2020/02/28/12:50:21.378926,0.014600712806,0.0611489713192,0.00405618548393
2020/02/28/12:50:21.412265,0.014600712806,0.0611489713192,0.00405618548393
2020/02/28/12:50:21.445677,0.0148009769619,0.0608145222068,0.00341373682022
2020/02/28/12:50:21.478921,0.0148009769619,0.0608145222068,0.00341373682022
2020/02/28/12:50:21.512265,0.0148009769619,0.0608145222068,0.00341373682022
2020/02/28/12:50:21.545623,0.0145373493433,0.0610187016428,0.00387458503246
2020/02/28/12:50:21.578960,0.0145373493433,0.0610187016428,0.00387458503246
2020/02/28/12:50:21.612270,0.0145373493433,0.0610187016428,0.00387458503246
2020/02/28/12:50:21.645592,0.0144809149206,0.0609591342509,0.00385048985481
2020/02/28/12:50:21.678923,0.0144809149206,0.0609591342509,0.00385048985481
2020/02/28/12:50:21.712261,0.0144809149206,0.0609591342509,0.00385048985481
2020/02/28/12:50:21.745609,0.0142904371023,0.0609824582934,0.00403827428818
2020/02/28/12:50:21.778931,0.0142904371023,0.0609824582934,0.00403827428818
2020/02/28/12:50:21.812316,0.0142904371023,0.0609824582934,0.00403827428818
2020/02/28/12:50:21.845672,0.0169318467379,0.0608496889472,0.000490441918373
2020/02/28/12:50:21.878961,0.0169318467379,0.0608496889472,0.000490441918373
2020/02/28/12:50:21.912319,0.0169318467379,0.0608496889472,0.000490441918373
2020/02/28/12:50:21.945641,0.0137453638017,0.0603639781475,0.00392638146877
2020/02/28/12:50:21.978998,0.0137453638017,0.0603639781475,0.00392638146877
2020/02/28/12:50:22.012271,0.0137453638017,0.0603639781475,0.00392638146877
2020/02/28/12:50:22.045642,0.0117508322001,0.0601950436831,0.004419952631
2020/02/28/12:50:22.078924,0.0117508322001,0.0601950436831,0.004419952631
2020/02/28/12:50:22.112292,0.0117508322001,0.0601950436831,0.004419952631
2020/02/28/12:50:22.145602,0.0117358826101,0.0601416043937,0.00413529574871
2020/02/28/12:50:22.178965,0.0117358826101,0.0601416043937,0.00413529574871
2020/02/28/12:50:22.212322,0.0117358826101,0.0601416043937,0.00413529574871
2020/02/28/12:50:22.245634,0.0118134617805,0.0601293817163,0.00402283668518
2020/02/28/12:50:22.278924,0.0118134617805,0.0601293817163,0.00402283668518
2020/02/28/12:50:22.312279,0.0118134617805,0.0601293817163,0.00402283668518
2020/02/28/12:50:22.345635,0.0117491856217,0.0602283664048,0.00418722629547
2020/02/28/12:50:22.378929,0.0117491856217,0.0602283664048,0.00418722629547
2020/02/28/12:50:22.412316,0.0117491856217,0.0602283664048,0.00418722629547
2020/02/28/12:50:22.445647,0.0117594264448,0.0600898861885,0.00395372509956
2020/02/28/12:50:22.478952,0.0117594264448,0.0600898861885,0.00395372509956
2020/02/28/12:50:22.512298,0.0117594264448,0.0600898861885,0.00395372509956
2020/02/28/12:50:22.545635,0.0118264332414,0.0600572824478,0.00384759902954
2020/02/28/12:50:22.578960,0.0118264332414,0.0600572824478,0.00384759902954
2020/02/28/12:50:22.612312,0.0118264332414,0.0600572824478,0.00384759902954
2020/02/28/12:50:22.645595,0.0118277855217,0.0599951595068,0.00379905104637
2020/02/28/12:50:22.678921,0.0118277855217,0.0599951595068,0.00379905104637
2020/02/28/12:50:22.712263,0.0118277855217,0.0599951595068,0.00379905104637
2020/02/28/12:50:22.745610,0.0116923116148,0.060184892267,0.00414668023586
2020/02/28/12:50:22.778957,0.0116923116148,0.060184892267,0.00414668023586
2020/02/28/12:50:22.812297,0.0116923116148,0.060184892267,0.00414668023586
2020/02/28/12:50:22.845638,0.0117821060121,0.0601310506463,0.00393602252007
2020/02/28/12:50:22.878955,0.0117821060121,0.0601310506463,0.00393602252007
2020/02/28/12:50:22.912290,0.0117821060121,0.0601310506463,0.00393602252007
2020/02/28/12:50:22.945623,0.0117218792439,0.0602313429117,0.00413657724857
2020/02/28/12:50:22.978981,0.0117218792439,0.0602313429117,0.00413657724857
2020/02/28/12:50:23.012281,0.0117218792439,0.0602313429117,0.00413657724857
2020/02/28/12:50:23.045620,0.0117343328893,0.0601408444345,0.00398851931095
2020/02/28/12:50:23.078919,0.0117343328893,0.0601408444345,0.00398851931095
2020/02/28/12:50:23.112265,0.0117343328893,0.0601408444345,0.00398851931095
2020/02/28/12:50:23.145595,0.0118830166757,0.05967932567,0.00116132199764
2020/02/28/12:50:23.178919,0.0118830166757,0.05967932567,0.00116132199764
2020/02/28/12:50:23.212270,0.0118830166757,0.05967932567,0.00116132199764
2020/02/28/12:50:23.245645,0.00748682022095,0.0609876140952,0.00402320921421
2020/02/28/12:50:23.278985,0.00748682022095,0.0609876140952,0.00402320921421
2020/02/28/12:50:23.312260,0.00748682022095,0.0609876140952,0.00402320921421
2020/02/28/12:50:23.345615,0.00229943543673,0.0614231824875,0.00388538837433
2020/02/28/12:50:23.378953,0.00229943543673,0.0614231824875,0.00388538837433
2020/02/28/12:50:23.412292,0.00229943543673,0.0614231824875,0.00388538837433
2020/02/28/12:50:23.445607,-0.00268189236522,0.0609262734652,0.00307451188564
2020/02/28/12:50:23.478945,-0.00268189236522,0.0609262734652,0.00307451188564
2020/02/28/12:50:23.512280,-0.00268189236522,0.0609262734652,0.00307451188564
2020/02/28/12:50:23.545622,-0.00802012532949,0.0595400705934,0.00258739292622
2020/02/28/12:50:23.578949,-0.00802012532949,0.0595400705934,0.00258739292622
2020/02/28/12:50:23.612255,-0.00802012532949,0.0595400705934,0.00258739292622
2020/02/28/12:50:23.645614,-0.0127166770399,0.0588888972998,0.00495570898056
2020/02/28/12:50:23.678949,-0.0127166770399,0.0588888972998,0.00495570898056
2020/02/28/12:50:23.712289,-0.0127166770399,0.0588888972998,0.00495570898056
2020/02/28/12:50:23.745610,-0.0144702680409,0.0579060576856,0.00406305491924
2020/02/28/12:50:23.778952,-0.0144702680409,0.0579060576856,0.00406305491924
2020/02/28/12:50:23.812290,-0.0144702680409,0.0579060576856,0.00406305491924
2020/02/28/12:50:23.845789,-0.0155659131706,0.058065276593,0.00515468418598
2020/02/28/12:50:23.878948,-0.0155659131706,0.058065276593,0.00515468418598
2020/02/28/12:50:23.912320,-0.0155659131706,0.058065276593,0.00515468418598
2020/02/28/12:50:23.945609,-0.0157774351537,0.057836137712,0.00496745109558
2020/02/28/12:50:23.978929,-0.0157774351537,0.057836137712,0.00496745109558
2020/02/28/12:50:24.012262,-0.0157774351537,0.057836137712,0.00496745109558
2020/02/28/12:50:24.045624,-0.0158889405429,0.0578508861363,0.00491474568844
2020/02/28/12:50:24.078925,-0.0158889405429,0.0578508861363,0.00491474568844
2020/02/28/12:50:24.112231,-0.0158889405429,0.0578508861363,0.00491474568844
2020/02/28/12:50:24.145643,-0.0159490294755,0.0578529275954,0.00497277081013
